Name;Date;Timeband;Yield
Euribor rates;27.2.2015;9 MONTHS;0,161
Euribor rates;27.2.2015;12 MONTHS;0,233
Government Bonds;27.2.2015;10 YEARS;0,369133
Government Bonds;27.2.2015;12 MONTHS;-0,246645
Government Bonds;27.2.2015;2 YEARS;-0,201012
Government Bonds;27.2.2015;5 YEARS;-0,080536
Government Bonds;27.2.2015;7 YEARS;0,098745
Government Bonds;27.2.2015;12 YEARS;0,51843
Government Bonds;27.2.2015;15 YEARS;0,692459
Government Bonds;27.2.2015;3 MONTHS;-0,207679
Government Bonds;27.2.2015;6 MONTHS;-0,268366
Government Bonds;27.2.2015;9 MONTHS;-0,265901
Government Bonds;27.2.2015;20 YEARS;0,884986
Government Bonds;27.2.2015;25 YEARS;1,005142
Government Bonds;27.2.2015;30 YEARS;1,0859
Euribor rates;2.3.2015;1 WEEK;-0,031
Euribor rates;2.3.2015;2 WEEKS;-0,028
Euribor rates;2.3.2015;1 MONTH;-0,005
Euribor rates;2.3.2015;2 MONTHS;0,019
Euribor rates;2.3.2015;3 MONTHS;0,039
Euribor rates;2.3.2015;6 MONTHS;0,11
Euribor rates;2.3.2015;9 MONTHS;0,161
Euribor rates;2.3.2015;12 MONTHS;0,23
Government Bonds;2.3.2015;10 YEARS;0,380265
Government Bonds;2.3.2015;12 MONTHS;-0,225042
Government Bonds;2.3.2015;2 YEARS;-0,186023
Government Bonds;2.3.2015;5 YEARS;-0,074674
Government Bonds;2.3.2015;7 YEARS;0,105664
Government Bonds;2.3.2015;12 YEARS;0,53249
Government Bonds;2.3.2015;15 YEARS;0,710275
Government Bonds;2.3.2015;3 MONTHS;-0,187543
Government Bonds;2.3.2015;6 MONTHS;-0,246464
Government Bonds;2.3.2015;9 MONTHS;-0,243597
Government Bonds;2.3.2015;20 YEARS;0,90726
Government Bonds;2.3.2015;25 YEARS;1,030293
Government Bonds;2.3.2015;30 YEARS;1,113003
Euribor rates;3.3.2015;1 WEEK;-0,035
Euribor rates;3.3.2015;2 WEEKS;-0,029
Euribor rates;3.3.2015;1 MONTH;-0,006
Euribor rates;3.3.2015;2 MONTHS;0,018
Euribor rates;3.3.2015;3 MONTHS;0,038
Euribor rates;3.3.2015;6 MONTHS;0,109
Euribor rates;3.3.2015;9 MONTHS;0,159
Euribor rates;3.3.2015;12 MONTHS;0,228
Government Bonds;3.3.2015;10 YEARS;0,414454
Government Bonds;3.3.2015;12 MONTHS;-0,229186
Government Bonds;3.3.2015;2 YEARS;-0,181566
Government Bonds;3.3.2015;5 YEARS;-0,052263
Government Bonds;3.3.2015;7 YEARS;0,136456
Government Bonds;3.3.2015;12 YEARS;0,565545
Government Bonds;3.3.2015;15 YEARS;0,739936
Government Bonds;3.3.2015;3 MONTHS;-0,202946
Government Bonds;3.3.2015;6 MONTHS;-0,261289
Government Bonds;3.3.2015;9 MONTHS;-0,252804
Government Bonds;3.3.2015;20 YEARS;0,931174
Government Bonds;3.3.2015;25 YEARS;1,04996
Government Bonds;3.3.2015;30 YEARS;1,129689
Euribor rates;4.3.2015;1 WEEK;-0,038
Euribor rates;4.3.2015;2 WEEKS;-0,029
Euribor rates;4.3.2015;1 MONTH;-0,006
Euribor rates;4.3.2015;2 MONTHS;0,017
Euribor rates;4.3.2015;3 MONTHS;0,038
Euribor rates;4.3.2015;6 MONTHS;0,11
Euribor rates;4.3.2015;9 MONTHS;0,158
Euribor rates;4.3.2015;12 MONTHS;0,227
Government Bonds;4.3.2015;10 YEARS;0,421917
Government Bonds;4.3.2015;12 MONTHS;-0,212223
Government Bonds;4.3.2015;2 YEARS;-0,174466
Government Bonds;4.3.2015;5 YEARS;-0,047092
Government Bonds;4.3.2015;7 YEARS;0,143654
Government Bonds;4.3.2015;12 YEARS;0,572031
Government Bonds;4.3.2015;15 YEARS;0,744467
Government Bonds;4.3.2015;3 MONTHS;-0,176812
Government Bonds;4.3.2015;6 MONTHS;-0,238303
Government Bonds;4.3.2015;9 MONTHS;-0,232739
Government Bonds;4.3.2015;20 YEARS;0,932758
Government Bonds;4.3.2015;25 YEARS;1,049448
Government Bonds;4.3.2015;30 YEARS;1,127723
Euribor rates;5.3.2015;1 WEEK;-0,042
Euribor rates;5.3.2015;2 WEEKS;-0,032
Euribor rates;5.3.2015;1 MONTH;-0,007
Euribor rates;5.3.2015;2 MONTHS;0,016
Euribor rates;5.3.2015;3 MONTHS;0,036
Euribor rates;5.3.2015;6 MONTHS;0,108
Euribor rates;5.3.2015;9 MONTHS;0,158
Euribor rates;5.3.2015;12 MONTHS;0,226
Government Bonds;5.3.2015;10 YEARS;0,393721
Government Bonds;5.3.2015;12 MONTHS;-0,211682
Government Bonds;5.3.2015;2 YEARS;-0,177421
Government Bonds;5.3.2015;5 YEARS;-0,064182
Government Bonds;5.3.2015;7 YEARS;0,121355
Government Bonds;5.3.2015;12 YEARS;0,540875
Government Bonds;5.3.2015;15 YEARS;0,709969
Government Bonds;5.3.2015;3 MONTHS;-0,191261
Government Bonds;5.3.2015;6 MONTHS;-0,247285
Government Bonds;5.3.2015;9 MONTHS;-0,235525
Government Bonds;5.3.2015;20 YEARS;0,894626
Government Bonds;5.3.2015;25 YEARS;1,009062
Government Bonds;5.3.2015;30 YEARS;1,085822
Euribor rates;6.3.2015;1 WEEK;-0,042
Euribor rates;6.3.2015;2 WEEKS;-0,032
Euribor rates;6.3.2015;1 MONTH;-0,008
Euribor rates;6.3.2015;2 MONTHS;0,015
Euribor rates;6.3.2015;3 MONTHS;0,036
Euribor rates;6.3.2015;6 MONTHS;0,107
Euribor rates;6.3.2015;9 MONTHS;0,158
Euribor rates;6.3.2015;12 MONTHS;0,225
Government Bonds;6.3.2015;10 YEARS;0,412651
Government Bonds;6.3.2015;12 MONTHS;-0,226101
Government Bonds;6.3.2015;2 YEARS;-0,186128
Government Bonds;6.3.2015;5 YEARS;-0,04842
Government Bonds;6.3.2015;7 YEARS;0,143059
Government Bonds;6.3.2015;12 YEARS;0,554858
Government Bonds;6.3.2015;15 YEARS;0,716044
Government Bonds;6.3.2015;3 MONTHS;-0,199074
Government Bonds;6.3.2015;6 MONTHS;-0,261055
Government Bonds;6.3.2015;9 MONTHS;-0,250342
Government Bonds;6.3.2015;20 YEARS;0,890073
Government Bonds;6.3.2015;25 YEARS;0,997314
Government Bonds;6.3.2015;30 YEARS;1,069144
Euribor rates;9.3.2015;1 WEEK;-0,042
Euribor rates;9.3.2015;2 WEEKS;-0,033
Euribor rates;9.3.2015;1 MONTH;-0,008
Euribor rates;9.3.2015;2 MONTHS;0,014
Euribor rates;9.3.2015;3 MONTHS;0,035
Euribor rates;9.3.2015;6 MONTHS;0,105
Euribor rates;9.3.2015;9 MONTHS;0,155
Euribor rates;9.3.2015;12 MONTHS;0,222
Government Bonds;9.3.2015;10 YEARS;0,353057
Government Bonds;9.3.2015;12 MONTHS;-0,215871
Government Bonds;9.3.2015;2 YEARS;-0,191952
Government Bonds;9.3.2015;5 YEARS;-0,083655
Government Bonds;9.3.2015;7 YEARS;0,093526
Government Bonds;9.3.2015;12 YEARS;0,493113
Government Bonds;9.3.2015;15 YEARS;0,653944
Government Bonds;9.3.2015;3 MONTHS;-0,19785
Government Bonds;9.3.2015;6 MONTHS;-0,241828
Government Bonds;9.3.2015;9 MONTHS;-0,233672
Government Bonds;9.3.2015;20 YEARS;0,829483
Government Bonds;9.3.2015;25 YEARS;0,938238
Government Bonds;9.3.2015;30 YEARS;1,011182
Euribor rates;10.3.2015;1 WEEK;-0,044
Euribor rates;10.3.2015;2 WEEKS;-0,035
Euribor rates;10.3.2015;1 MONTH;-0,009
Euribor rates;10.3.2015;2 MONTHS;0,012
Euribor rates;10.3.2015;3 MONTHS;0,032
Euribor rates;10.3.2015;6 MONTHS;0,102
Euribor rates;10.3.2015;9 MONTHS;0,152
Euribor rates;10.3.2015;12 MONTHS;0,219
Government Bonds;10.3.2015;10 YEARS;0,268223
Government Bonds;10.3.2015;12 MONTHS;-0,221198
Government Bonds;10.3.2015;2 YEARS;-0,210801
Government Bonds;10.3.2015;5 YEARS;-0,119939
Government Bonds;10.3.2015;7 YEARS;0,038453
Government Bonds;10.3.2015;12 YEARS;0,391191
Government Bonds;10.3.2015;15 YEARS;0,531629
Government Bonds;10.3.2015;3 MONTHS;-0,195137
Government Bonds;10.3.2015;6 MONTHS;-0,239409
Government Bonds;10.3.2015;9 MONTHS;-0,234505
Government Bonds;10.3.2015;20 YEARS;0,684166
Government Bonds;10.3.2015;25 YEARS;0,778431
Government Bonds;10.3.2015;30 YEARS;0,841614
Euribor rates;11.3.2015;1 WEEK;-0,044
Euribor rates;11.3.2015;2 WEEKS;-0,038
Euribor rates;11.3.2015;1 MONTH;-0,011
Euribor rates;11.3.2015;2 MONTHS;0,009
Euribor rates;11.3.2015;3 MONTHS;0,029
Euribor rates;11.3.2015;6 MONTHS;0,099
Euribor rates;11.3.2015;9 MONTHS;0,149
Euribor rates;11.3.2015;12 MONTHS;0,217
Government Bonds;11.3.2015;10 YEARS;0,239706
Government Bonds;11.3.2015;12 MONTHS;-0,230668
Government Bonds;11.3.2015;2 YEARS;-0,206722
Government Bonds;11.3.2015;5 YEARS;-0,119152
Government Bonds;11.3.2015;7 YEARS;0,026819
Government Bonds;11.3.2015;12 YEARS;0,354155
Government Bonds;11.3.2015;15 YEARS;0,48525
Government Bonds;11.3.2015;3 MONTHS;-0,206226
Government Bonds;11.3.2015;6 MONTHS;-0,256977
Government Bonds;11.3.2015;9 MONTHS;-0,248986
Government Bonds;11.3.2015;20 YEARS;0,628011
Government Bonds;11.3.2015;25 YEARS;0,716354
Government Bonds;11.3.2015;30 YEARS;0,775588
Euribor rates;12.3.2015;1 WEEK;-0,047
Euribor rates;12.3.2015;2 WEEKS;-0,041
Euribor rates;12.3.2015;1 MONTH;-0,009
Euribor rates;12.3.2015;2 MONTHS;0,007
Euribor rates;12.3.2015;3 MONTHS;0,027
Euribor rates;12.3.2015;6 MONTHS;0,098
Euribor rates;12.3.2015;9 MONTHS;0,146
Euribor rates;12.3.2015;12 MONTHS;0,215
Government Bonds;12.3.2015;10 YEARS;0,267535
Government Bonds;12.3.2015;12 MONTHS;-0,234406
Government Bonds;12.3.2015;2 YEARS;-0,212277
Government Bonds;12.3.2015;5 YEARS;-0,103594
Government Bonds;12.3.2015;7 YEARS;0,051054
Government Bonds;12.3.2015;12 YEARS;0,381208
Government Bonds;12.3.2015;15 YEARS;0,509682
Government Bonds;12.3.2015;3 MONTHS;-0,207308
Government Bonds;12.3.2015;6 MONTHS;-0,254894
Government Bonds;12.3.2015;9 MONTHS;-0,24965
Government Bonds;12.3.2015;20 YEARS;0,648052
Government Bonds;12.3.2015;25 YEARS;0,733215
Government Bonds;12.3.2015;30 YEARS;0,790241
Euribor rates;13.3.2015;1 WEEK;-0,049
Euribor rates;13.3.2015;2 WEEKS;-0,046
Euribor rates;13.3.2015;1 MONTH;-0,01
Euribor rates;13.3.2015;2 MONTHS;0,007
Euribor rates;13.3.2015;3 MONTHS;0,025
Euribor rates;13.3.2015;6 MONTHS;0,096
Euribor rates;13.3.2015;9 MONTHS;0,144
Euribor rates;13.3.2015;12 MONTHS;0,214
Government Bonds;13.3.2015;10 YEARS;0,298004
Government Bonds;13.3.2015;12 MONTHS;-0,247559
Government Bonds;13.3.2015;2 YEARS;-0,210487
Government Bonds;13.3.2015;5 YEARS;-0,07594
